exper,expersq,black,south66,enroll,smsa,momdad14,weight,wage,libcrd14,motheduc,fatheduc,KWW,IQ,educ
7,49,0,1,0,1,1,372835,450,1.0,12.0,8.0,20.0,86.0,12
6,36,1,1,0,1,1,353857,865,1.0,7.0,9.0,40.0,110.0,13
10,100,0,1,0,1,1,91137,535,1.0,10.0,9.0,31.0,102.44978165938865,8
5,25,0,1,0,1,1,383527,846,1.0,8.0,12.0,29.0,114.0,16
4,16,0,1,0,1,1,383527,759,1.0,8.0,12.0,39.0,130.0,16
2,4,0,1,0,1,1,372835,600,1.0,8.0,12.0,40.0,119.0,16
16,256,0,1,0,1,1,370720,1030,1.0,10.348136996612721,8.0,26.0,94.0,12
12,144,0,1,0,1,1,411911,876,1.0,8.0,10.0,52.0,125.0,14
14,196,0,1,0,1,0,370720,568,0.0,10.348136996612721,10.00344827586207,44.0,100.0,12
3,9,0,1,0,1,1,372835,533,1.0,14.0,14.0,27.0,108.0,16
7,49,0,1,0,1,0,372835,481,1.0,8.0,10.0,38.0,102.44978165938865,12
10,100,1,1,1,1,0,88672,604,1.0,11.0,10.00344827586207,39.0,83.0,12
9,81,0,1,0,1,0,426142,657,1.0,12.0,12.0,32.0,86.0,12
13,169,0,1,0,1,1,493866,625,0.0,12.0,10.00344827586207,36.0,101.0,12
11,121,1,1,0,1,1,134296,280,1.0,10.0,10.00344827586207,16.0,70.0,12
12,144,0,1,0,1,1,378045,500,0.0,7.0,8.0,27.0,75.0,10
8,64,0,1,1,1,1,378045,535,0.0,7.0,8.0,24.0,105.0,12
10,100,0,1,0,1,1,378045,818,0.0,10.348136996612721,10.00344827586207,28.0,85.0,10
18,324,0,1,0,1,1,365421,624,0.0,10.348136996612721,10.00344827586207,33.0,102.44978165938865,10
12,144,0,1,0,1,0,378045,604,0.0,9.0,10.00344827586207,36.0,89.0,10
13,169,0,1,0,1,1,493866,505,1.0,12.0,12.0,25.0,80.0,12
12,144,0,1,0,1,1,556697,750,0.0,12.0,12.0,20.0,72.0,12
14,196,0,1,0,1,1,411911,721,1.0,8.0,11.0,43.0,102.44978165938865,12
8,64,0,1,0,1,1,411911,674,1.0,12.0,12.0,56.0,115.0,18
11,121,0,1,0,1,1,370720,913,1.0,12.0,17.0,48.0,115.0,16
7,49,1,1,1,1,1,134296,879,1.0,18.0,18.0,40.0,102.0,17
8,64,1,1,1,1,0,88672,427,1.0,13.0,8.0,27.0,102.44978165938865,12
10,100,1,1,0,1,1,86498,792,1.0,12.0,12.0,29.0,102.44978165938865,8
9,81,1,1,1,1,1,134296,327,1.0,10.0,10.0,44.0,99.0,14
14,196,1,1,0,1,0,158714,313,0.0,10.348136996612721,10.00344827586207,39.0,102.44978165938865,10
12,144,1,1,0,1,1,127041,786,1.0,12.0,14.0,34.0,102.44978165938865,16
7,49,0,1,0,1,1,122473,337,1.0,12.0,14.0,40.0,107.0,18
14,196,1,1,0,1,0,134296,385,1.0,4.0,10.00344827586207,27.0,66.0,10
5,25,1,1,0,1,1,88672,529,1.0,8.0,8.0,47.0,108.0,16
17,289,1,1,0,0,0,127041,429,0.0,10.348136996612721,10.00344827586207,37.0,102.44978165938865,10
9,81,0,1,0,0,1,383527,984,0.0,7.0,7.0,36.0,94.0,12
16,256,0,1,0,1,1,370720,817,0.0,8.0,3.0,27.0,93.0,12
12,144,1,1,0,1,1,127041,745,0.0,8.0,7.0,33.540668241646976,102.44978165938865,14
8,64,1,1,0,1,1,86498,345,1.0,0.0,4.0,31.0,102.44978165938865,10
14,196,1,1,1,1,1,127041,554,1.0,12.0,10.00344827586207,43.0,102.44978165938865,14
5,25,1,1,0,1,1,86498,263,1.0,12.0,6.0,28.0,85.0,13
8,64,1,1,0,1,1,150139,745,0.0,16.0,16.0,40.0,99.0,18
6,36,1,1,0,1,1,134296,673,1.0,13.0,13.0,42.0,102.44978165938865,17
9,81,1,1,0,1,1,127041,721,1.0,13.0,14.0,36.0,86.0,17
11,121,1,1,0,1,0,134296,438,1.0,11.0,10.00344827586207,34.0,102.44978165938865,13
8,64,1,1,0,1,0,88672,545,1.0,12.0,10.00344827586207,32.0,95.0,12
5,25,1,1,0,1,0,86498,250,1.0,12.0,10.00344827586207,33.540668241646976,114.0,14
7,49,1,1,0,1,0,88672,624,1.0,11.0,10.00344827586207,33.540668241646976,74.0,14
10,100,0,1,0,1,1,501027,400,1.0,10.0,8.0,36.0,102.44978165938865,13
7,49,0,1,0,1,1,556697,577,1.0,16.0,16.0,46.0,128.0,16
3,9,1,1,0,1,1,353857,813,1.0,18.0,18.0,37.0,111.0,16
16,256,1,1,0,1,1,519712,625,1.0,11.0,12.0,38.0,101.0,12
6,36,1,1,0,1,1,362750,485,1.0,11.0,12.0,43.0,111.0,14
6,36,0,1,0,1,1,383527,841,1.0,12.0,10.0,42.0,92.0,16
5,25,0,1,0,1,1,383527,865,1.0,12.0,10.0,41.0,100.0,16
4,16,0,1,0,1,1,426142,325,1.0,12.0,14.0,48.0,123.0,16
6,36,1,1,0,1,1,88672,477,1.0,10.0,9.0,22.0,69.0,14
3,9,1,1,0,1,1,86498,250,1.0,10.0,9.0,30.0,79.0,16
6,36,0,1,0,1,1,91137,500,1.0,9.0,10.0,30.0,102.44978165938865,12
6,36,0,1,1,1,1,372835,515,1.0,10.0,8.0,31.0,106.0,13
4,16,0,1,0,1,0,383527,256,1.0,5.0,10.00344827586207,27.0,106.0,18
5,25,0,1,0,1,0,372835,718,1.0,5.0,10.00344827586207,40.0,115.0,13
6,36,0,1,0,1,1,501027,796,1.0,13.0,17.0,42.0,102.44978165938865,18
7,49,0,1,0,1,1,367506,750,0.0,12.0,10.0,31.0,108.0,12
6,36,1,1,0,1,1,86498,419,0.0,11.0,10.0,26.0,102.44978165938865,12
8,64,1,1,0,1,0,88672,431,0.0,10.348136996612721,10.00344827586207,22.0,69.0,12
7,49,1,1,0,1,1,86498,425,0.0,10.348136996612721,10.00344827586207,27.0,86.0,12
13,169,1,1,0,1,1,134296,220,1.0,11.0,10.0,29.0,76.0,12
10,100,1,1,1,1,1,134296,685,1.0,9.0,9.0,40.0,115.0,13
13,169,0,1,0,1,1,365421,500,0.0,12.0,14.0,44.0,104.0,15
4,16,0,1,0,1,1,383527,551,0.0,12.0,10.0,37.0,115.0,16
8,64,0,1,0,1,1,372835,700,0.0,12.0,12.0,26.0,93.0,11
14,196,0,1,0,1,1,411911,707,1.0,8.0,8.0,39.0,91.0,12
5,25,0,1,0,1,1,383527,523,1.0,14.0,18.0,38.0,125.0,17
6,36,0,1,0,1,1,372835,433,0.0,3.0,0.0,26.0,102.44978165938865,12
5,25,0,1,1,1,1,372835,462,1.0,4.0,5.0,22.0,89.0,14
6,36,0,1,0,1,1,372835,397,1.0,4.0,5.0,16.0,102.44978165938865,12
5,25,0,1,1,1,1,383527,400,1.0,5.0,9.0,26.0,92.0,15
4,16,0,1,0,1,1,383527,872,1.0,8.0,14.0,28.0,127.0,18
8,64,0,1,0,1,1,383527,378,1.0,10.0,7.0,38.0,80.0,12
9,81,0,1,0,1,1,383527,364,1.0,8.0,5.0,24.0,102.44978165938865,12
10,100,0,1,0,1,1,501027,962,1.0,10.0,12.0,44.0,102.44978165938865,15
9,81,0,1,0,1,1,501027,801,1.0,15.0,12.0,36.0,112.0,15
21,441,0,1,0,1,1,730842,400,0.0,4.0,0.0,12.0,102.44978165938865,5
10,100,1,1,0,1,0,134296,540,0.0,12.0,10.00344827586207,29.0,102.44978165938865,13
14,196,0,1,0,1,1,556697,450,0.0,9.0,9.0,35.0,90.0,10
6,36,1,1,0,1,0,88672,438,1.0,16.0,10.00344827586207,34.0,102.44978165938865,15
8,64,1,1,0,1,1,88672,360,0.0,9.0,4.0,23.0,84.0,12
9,81,0,1,0,1,0,383527,529,0.0,12.0,12.0,30.0,102.44978165938865,12
8,64,1,1,0,1,0,88672,721,0.0,10.348136996612721,10.00344827586207,43.0,120.0,12
23,529,0,1,0,1,0,556697,345,0.0,10.0,10.00344827586207,31.0,102.44978165938865,2
10,100,0,1,0,1,1,426142,1052,1.0,10.348136996612721,10.00344827586207,41.0,102.44978165938865,11
6,36,0,1,0,1,1,383527,726,0.0,10.348136996612721,16.0,44.0,106.0,16
15,225,1,1,0,1,0,519712,543,0.0,10.348136996612721,10.00344827586207,24.0,76.0,12
11,121,0,1,0,1,1,370720,1202,0.0,6.0,8.0,48.0,115.0,16
2,4,0,1,0,1,0,414261,400,0.0,12.0,10.00344827586207,33.0,102.44978165938865,16
17,289,1,1,0,1,1,127041,375,0.0,10.348136996612721,10.00344827586207,32.0,89.0,9
13,169,1,1,0,1,0,158714,281,0.0,10.348136996612721,10.00344827586207,29.0,102.44978165938865,11
6,36,1,1,0,1,0,86498,127,0.0,10.0,10.00344827586207,24.0,102.44978165938865,12
14,196,1,1,0,1,0,127041,1393,1.0,7.0,10.00344827586207,39.0,102.0,12
12,144,0,1,0,0,1,501027,649,1.0,9.0,10.0,47.0,104.0,12
9,81,0,1,0,1,1,556697,420,0.0,8.0,11.0,37.0,102.44978165938865,16
5,25,0,1,0,1,1,426142,455,0.0,8.0,11.0,40.0,122.0,16
7,49,1,1,0,1,1,86498,661,0.0,6.0,9.0,23.0,107.0,12
6,36,0,1,0,0,1,372835,380,0.0,8.0,12.0,30.0,102.44978165938865,12
18,324,1,1,0,1,0,577458,315,0.0,10.348136996612721,10.00344827586207,26.0,102.44978165938865,10
4,16,0,1,0,1,1,372835,452,1.0,10.348136996612721,10.00344827586207,41.0,102.44978165938865,14
10,100,0,1,0,1,1,426142,625,1.0,12.0,12.0,42.0,100.0,12
4,16,0,1,1,1,1,367506,601,1.0,10.348136996612721,8.0,30.0,102.44978165938865,14
8,64,0,1,0,1,1,378045,499,1.0,12.0,7.0,32.0,100.0,13
17,289,0,1,0,1,1,548740,693,0.0,10.0,8.0,24.0,102.44978165938865,8
8,64,0,1,0,0,1,423456,535,1.0,15.0,15.0,40.0,129.0,18
13,169,0,1,0,1,0,375674,465,0.0,8.0,1.0,24.0,102.44978165938865,7
6,36,0,1,0,0,0,365200,400,1.0,9.0,10.00344827586207,32.0,102.44978165938865,12
3,9,0,1,0,0,1,375674,368,1.0,16.0,17.0,40.0,129.0,18
11,121,0,1,0,0,0,365200,700,1.0,5.0,4.0,22.0,102.44978165938865,8
9,81,0,1,0,1,1,981534,962,0.0,12.0,16.0,39.0,112.0,16
12,144,0,1,0,0,0,365200,365,1.0,8.0,10.00344827586207,13.0,102.44978165938865,6
18,324,0,1,0,0,0,363128,475,0.0,3.0,7.0,35.0,102.44978165938865,9
6,36,0,1,0,0,0,365200,200,0.0,3.0,7.0,15.0,102.44978165938865,12
9,81,1,1,0,1,0,75607,600,1.0,10.348136996612721,10.00344827586207,23.0,102.44978165938865,9
9,81,1,1,0,1,0,77507,505,1.0,10.348136996612721,8.0,17.0,76.0,12
9,81,1,1,0,1,1,117386,577,1.0,12.0,12.0,36.0,82.0,16
6,36,1,1,0,0,1,75607,457,1.0,12.0,6.0,20.0,102.44978165938865,12
16,256,0,1,0,1,0,104904,750,1.0,10.348136996612721,10.00344827586207,45.0,97.0,12
15,225,0,1,0,0,1,104904,577,1.0,11.0,2.0,38.0,98.0,11
3,9,0,1,1,1,1,372835,289,1.0,16.0,17.0,34.0,124.0,15
7,49,1,1,0,1,1,86498,224,0.0,9.0,15.0,31.0,102.44978165938865,12
8,64,1,1,0,1,0,86498,363,0.0,9.0,15.0,33.540668241646976,102.44978165938865,10
10,100,1,1,0,1,0,88672,229,0.0,8.0,10.00344827586207,25.0,102.44978165938865,10
11,121,1,1,0,1,1,88672,234,0.0,9.0,2.0,20.0,81.0,9
4,16,1,1,0,1,1,86507,465,0.0,7.0,10.00344827586207,33.540668241646976,102.44978165938865,14
5,25,0,1,0,1,0,426142,2083,1.0,10.348136996612721,10.00344827586207,34.0,60.0,16
10,100,1,1,1,1,1,549394,427,1.0,12.0,12.0,44.0,102.44978165938865,15
15,225,0,1,1,1,1,370720,678,1.0,9.0,8.0,44.0,100.0,12
8,64,0,1,1,0,1,383527,313,1.0,16.0,18.0,30.0,84.0,13
4,16,0,1,0,1,1,383527,601,0.0,12.0,7.0,45.0,132.0,18
17,289,0,1,0,1,1,370720,500,0.0,12.0,6.0,35.0,96.0,10
10,100,0,1,0,1,1,383527,375,0.0,12.0,6.0,35.0,100.0,12
16,256,1,1,0,1,1,127041,550,0.0,6.0,2.0,30.0,109.0,12
5,25,1,1,1,1,0,78509,702,1.0,12.0,10.00344827586207,41.0,102.44978165938865,17
11,121,1,1,0,1,0,132931,625,1.0,14.0,10.00344827586207,34.0,84.0,16
14,196,1,1,0,1,0,112480,423,0.0,6.0,10.00344827586207,31.0,90.0,14
11,121,1,1,0,1,0,78509,355,0.0,8.0,10.00344827586207,28.0,102.44978165938865,11
8,64,0,1,0,1,1,438085,519,1.0,12.0,9.0,30.0,98.0,12
4,16,0,1,0,1,1,425871,359,1.0,12.0,9.0,40.0,120.0,14
10,100,1,1,0,1,0,78509,349,0.0,7.0,10.00344827586207,26.0,63.0,11
13,169,1,1,0,1,1,118905,293,0.0,5.0,6.0,29.0,102.44978165938865,12
4,16,1,1,0,1,0,78509,443,1.0,5.0,10.00344827586207,40.0,100.0,18
22,484,1,1,0,1,1,112480,270,0.0,6.0,6.0,20.0,102.44978165938865,6
8,64,0,1,0,1,1,107087,385,1.0,13.0,16.0,36.0,110.0,14
9,81,0,1,0,1,1,91831,438,0.0,12.0,10.00344827586207,43.0,83.0,12
13,169,0,1,0,1,0,572299,417,1.0,10.348136996612721,10.00344827586207,38.0,88.0,11
14,196,0,1,0,1,0,572299,481,0.0,10.348136996612721,6.0,41.0,98.0,11
8,64,0,1,1,1,1,110376,596,1.0,12.0,16.0,49.0,113.0,16
10,100,1,1,0,1,1,95822,600,0.0,8.0,3.0,22.0,103.0,12
7,49,1,1,0,1,0,77507,250,0.0,9.0,10.00344827586207,19.0,102.44978165938865,14
13,169,1,1,0,1,0,117386,531,0.0,10.0,6.0,18.0,97.0,12
8,64,1,1,0,1,1,77507,591,0.0,10.0,6.0,17.0,102.44978165938865,12
15,225,1,1,0,1,1,111044,503,0.0,10.348136996612721,10.00344827586207,32.0,76.0,12
8,64,1,1,0,1,0,89353,475,0.0,9.0,10.00344827586207,27.0,102.44978165938865,11
9,81,0,1,0,1,1,501027,1374,1.0,12.0,12.0,44.0,126.0,16
1,1,0,1,1,1,1,372835,325,1.0,12.0,17.0,49.0,102.44978165938865,17
5,25,0,1,1,1,1,372835,577,0.0,12.0,6.0,33.540668241646976,108.0,14
7,49,0,1,0,1,0,372835,702,1.0,11.0,10.00344827586207,44.0,127.0,12
3,9,0,1,0,1,1,372835,444,1.0,14.0,16.0,32.0,112.0,16
8,64,1,1,0,1,1,88672,560,1.0,12.0,12.0,29.0,99.0,13
13,169,0,1,0,1,1,370720,962,1.0,8.0,8.0,39.0,94.0,13
8,64,0,1,0,1,0,383527,310,1.0,7.0,10.00344827586207,28.0,102.44978165938865,12
10,100,0,1,1,1,1,741440,1269,1.0,16.0,16.0,48.0,127.0,17
6,36,0,1,0,1,1,767055,500,1.0,16.0,16.0,48.0,97.0,16
8,64,0,1,1,1,1,1002054,583,1.0,16.0,16.0,52.0,114.0,16
2,4,0,1,1,1,1,745670,112,1.0,16.0,16.0,33.0,116.0,17
13,169,0,1,0,1,1,730842,673,1.0,12.0,13.0,45.0,125.0,14
6,36,0,1,1,1,1,987731,1923,1.0,12.0,14.0,43.0,104.0,17
4,16,1,1,0,1,1,86498,400,1.0,12.0,12.0,27.0,102.44978165938865,14
7,49,1,1,0,1,1,86498,460,1.0,12.0,12.0,27.0,99.0,12
12,144,1,1,0,1,0,134296,245,0.0,12.0,10.00344827586207,33.540668241646976,102.44978165938865,12
5,25,1,1,0,1,1,88672,315,0.0,12.0,12.0,44.0,127.0,16
6,36,0,1,0,1,1,383527,641,1.0,10.0,8.0,37.0,103.0,14
7,49,0,1,0,1,1,372835,750,1.0,10.0,8.0,23.0,98.0,12
2,4,0,1,1,1,1,367506,308,1.0,18.0,18.0,35.0,102.44978165938865,17
6,36,0,1,1,1,1,493866,350,1.0,16.0,18.0,42.0,137.0,17
3,9,0,1,0,1,1,378045,462,1.0,16.0,18.0,32.0,137.0,18
13,169,0,1,0,1,1,370720,1154,0.0,12.0,12.0,51.0,103.0,15
12,144,0,1,0,1,1,411911,1748,1.0,12.0,12.0,44.0,111.0,16
10,100,0,1,0,1,1,411911,769,1.0,12.0,15.0,51.0,115.0,17
8,64,0,1,0,1,1,572299,730,1.0,11.0,12.0,42.0,109.0,15
6,36,0,1,0,0,1,572299,736,1.0,17.0,13.0,49.0,107.0,18
3,9,0,1,0,0,0,425871,500,1.0,13.0,14.0,34.0,128.0,16
2,4,0,1,0,0,0,425871,365,1.0,12.0,12.0,36.0,123.0,16
5,25,0,1,1,1,1,405778,333,1.0,3.0,3.0,25.0,91.0,13
15,225,0,1,0,0,1,363128,721,0.0,8.0,4.0,40.0,102.44978165938865,12
9,81,0,1,0,0,1,375674,375,1.0,3.0,3.0,21.0,89.0,12
8,64,0,1,0,0,1,345645,250,0.0,5.0,9.0,31.0,102.44978165938865,12
7,49,0,1,1,0,1,451538,361,1.0,8.0,4.0,34.0,87.0,17
19,361,0,1,0,0,1,423456,283,0.0,4.0,10.00344827586207,28.0,102.44978165938865,7
16,256,0,1,0,0,0,846911,415,0.0,18.0,10.00344827586207,37.0,102.44978165938865,12
5,25,0,1,1,0,1,345645,522,1.0,11.0,8.0,38.0,101.0,16
15,225,0,1,0,0,1,334102,706,1.0,11.0,11.0,33.0,90.0,12
4,16,0,1,1,0,1,345645,409,1.0,11.0,10.0,41.0,104.0,16
6,36,0,1,0,0,1,336009,416,1.0,12.0,7.0,39.0,105.0,12
12,144,0,1,0,1,1,451538,786,1.0,8.0,10.00344827586207,27.0,100.0,12
5,25,0,1,0,0,1,107087,577,1.0,16.0,12.0,40.0,111.0,16
2,4,0,1,0,0,1,104102,478,1.0,12.0,16.0,39.0,95.0,16
4,16,0,1,0,1,1,107087,625,1.0,16.0,13.0,44.0,125.0,17
1,1,0,1,0,0,1,104102,505,1.0,16.0,12.0,35.0,95.0,17
14,196,0,1,0,0,1,363128,287,1.0,8.0,1.0,37.0,102.44978165938865,12
6,36,0,1,0,1,1,336009,500,1.0,8.0,6.0,24.0,102.44978165938865,12
13,169,0,1,0,1,1,384050,500,0.0,8.0,7.0,34.0,102.44978165938865,8
9,81,0,1,0,0,1,345645,350,1.0,12.0,7.0,22.0,102.44978165938865,12
5,25,0,1,0,0,1,336009,462,0.0,11.0,12.0,34.0,102.44978165938865,13
11,121,1,1,0,0,1,480216,548,0.0,1.0,6.0,29.0,102.44978165938865,13
10,100,1,1,0,0,1,317074,255,0.0,3.0,6.0,32.0,102.44978165938865,12
5,25,1,1,0,1,1,309300,524,0.0,1.0,4.0,26.0,102.44978165938865,13
15,225,1,1,0,0,1,454271,292,0.0,9.0,5.0,29.0,102.44978165938865,12
8,64,0,1,0,1,1,375674,375,0.0,7.0,7.0,24.0,102.44978165938865,14
8,64,0,1,0,1,1,363128,529,1.0,11.0,7.0,38.0,102.44978165938865,18
3,9,0,1,0,0,1,336009,909,0.0,12.0,10.0,20.0,124.0,16
13,169,0,1,0,1,0,375674,353,0.0,7.0,10.00344827586207,30.0,102.44978165938865,9
8,64,0,1,0,1,1,375674,1155,1.0,12.0,12.0,41.0,107.0,14
20,400,0,1,0,1,1,403476,250,0.0,10.348136996612721,10.00344827586207,22.0,102.44978165938865,8
9,81,0,1,1,1,1,107087,781,1.0,12.0,12.0,35.0,107.0,13
12,144,0,1,0,1,1,139895,416,1.0,12.0,16.0,45.0,110.0,13
10,100,1,1,1,0,1,118905,364,0.0,11.0,7.0,30.0,80.0,13
8,64,1,1,1,1,0,78509,375,0.0,11.0,10.00344827586207,27.0,91.0,13
3,9,1,1,1,0,0,76585,375,0.0,11.0,7.0,29.0,102.44978165938865,15
6,36,1,1,1,0,0,78509,358,0.674341007674341,5.0,10.00344827586207,26.0,96.0,16
18,324,1,1,0,0,0,140524,300,0.0,2.0,10.00344827586207,16.0,102.44978165938865,7
5,25,0,1,0,0,1,425871,528,1.0,16.0,16.0,32.0,102.0,14
16,256,0,1,0,0,0,88765,299,0.0,10.348136996612721,10.00344827586207,26.0,93.0,12
18,324,1,1,0,0,1,454271,450,0.0,8.0,0.0,33.0,102.44978165938865,8
5,25,1,1,1,0,1,309300,540,0.0,10.0,6.0,20.0,102.44978165938865,14
15,225,0,1,0,0,1,490767,528,0.0,6.0,1.0,26.0,102.44978165938865,8
12,144,0,1,0,0,1,119965,769,1.0,12.0,10.00344827586207,36.0,81.0,12
8,64,1,1,0,1,1,77507,198,0.0,8.0,5.0,32.0,102.44978165938865,12
6,36,1,1,0,1,1,75607,400,0.0,3.0,2.0,22.0,102.44978165938865,12
10,100,1,1,0,1,0,77507,753,0.0,6.0,10.00344827586207,26.0,102.44978165938865,12
6,36,1,1,1,1,0,75607,445,0.0,10.348136996612721,10.00344827586207,20.0,102.44978165938865,12
15,225,1,1,0,0,1,117386,240,0.0,5.0,3.0,18.0,102.44978165938865,9
16,256,1,1,0,0,0,75607,167,0.0,5.0,10.00344827586207,6.0,102.44978165938865,3
6,36,0,1,0,1,1,89271,445,0.0,7.0,9.0,36.0,102.44978165938865,12
10,100,1,1,0,0,1,77507,250,0.0,4.0,3.0,8.0,102.44978165938865,10
8,64,0,1,0,0,1,91831,475,0.0,12.0,10.0,36.0,99.0,12
6,36,0,1,0,0,1,84491,400,1.0,16.0,16.0,42.0,122.0,16
0,0,0,1,0,0,1,82135,398,1.0,16.0,16.0,38.0,94.0,18
7,49,1,1,0,1,1,75607,350,1.0,5.0,3.0,24.0,102.44978165938865,12
15,225,1,1,0,0,1,111044,523,0.0,10.348136996612721,10.00344827586207,26.0,93.0,12
15,225,1,1,0,0,1,117386,270,0.0,8.0,4.0,31.0,102.44978165938865,10
15,225,1,1,0,0,1,117386,310,0.0,1.0,10.00344827586207,20.0,102.44978165938865,9
19,361,1,1,0,0,0,117386,300,0.0,10.348136996612721,10.00344827586207,33.540668241646976,102.44978165938865,6
10,100,1,1,0,0,0,77507,325,0.0,10.348136996612721,10.00344827586207,32.0,69.0,12
6,36,0,1,0,1,1,367506,900,0.0,12.0,18.0,28.0,102.44978165938865,12
7,49,0,1,0,1,1,438085,750,0.0,12.0,12.0,35.0,102.0,13
12,144,1,1,0,1,0,77507,285,0.0,6.0,10.00344827586207,12.0,102.44978165938865,8
6,36,0,1,0,1,1,82135,278,0.0,12.0,12.0,10.0,102.44978165938865,12
10,100,1,1,0,1,1,117386,500,1.0,10.0,13.0,29.0,102.44978165938865,13
16,256,0,1,0,1,1,119965,700,0.0,8.0,5.0,28.0,102.44978165938865,8
11,121,0,1,0,1,1,91831,300,0.0,8.0,5.0,16.0,102.44978165938865,9
20,400,0,1,0,1,1,88765,392,0.0,8.0,5.0,36.0,102.44978165938865,8
16,256,0,1,0,1,1,88765,511,0.0,12.0,5.0,44.0,95.0,12
9,81,0,1,0,1,1,119965,624,1.0,11.0,8.0,37.0,98.0,16
9,81,1,1,0,1,0,77507,244,0.0,10.348136996612721,10.00344827586207,28.0,84.0,12
9,81,0,1,0,1,1,91831,363,1.0,10.348136996612721,7.0,30.0,88.0,12
5,25,0,1,0,1,0,84491,606,1.0,4.0,10.00344827586207,41.0,109.0,16
7,49,0,1,0,1,0,851743,760,1.0,9.0,10.00344827586207,32.0,115.0,12
11,121,0,1,0,1,1,130444,385,1.0,12.0,12.0,37.0,105.0,14
14,196,1,1,0,1,1,454271,495,0.0,8.0,8.0,27.0,102.44978165938865,12
5,25,0,1,1,1,1,438085,828,1.0,10.0,8.0,38.0,90.0,16
7,49,0,1,0,1,0,425871,404,1.0,12.0,10.00344827586207,28.0,92.0,12
6,36,0,1,0,0,1,438085,267,1.0,12.0,10.0,27.0,113.0,15
16,256,0,1,0,0,1,423456,440,0.0,8.0,5.0,41.0,82.0,12
8,64,0,1,0,0,0,438085,375,1.0,12.0,10.00344827586207,22.0,105.0,14
8,64,0,1,0,0,1,336009,301,1.0,8.0,2.0,22.0,102.44978165938865,10
16,256,0,1,0,0,1,363128,658,1.0,12.0,8.0,36.0,95.0,12
3,9,1,1,0,1,1,76585,514,1.0,10.0,7.0,33.0,92.0,15
8,64,1,1,0,0,0,78509,300,0.0,7.0,10.00344827586207,25.0,102.44978165938865,12
8,64,1,1,0,0,0,78509,230,0.0,7.0,10.0,24.0,102.44978165938865,12
15,225,1,1,0,0,0,118905,260,0.0,10.348136996612721,10.00344827586207,12.0,102.44978165938865,10
6,36,1,1,0,0,0,76585,305,1.0,9.0,8.0,16.0,102.44978165938865,12
17,289,1,1,0,0,1,122798,430,0.0,0.0,0.0,21.0,102.44978165938865,8
10,100,1,1,0,0,1,79093,260,1.0,0.0,0.0,12.0,102.44978165938865,8
2,4,0,1,0,1,1,89271,577,1.0,12.0,12.0,36.0,140.0,16
12,144,1,1,0,0,1,117386,425,1.0,2.0,4.0,19.0,102.44978165938865,11
7,49,1,1,0,0,1,79093,315,0.0,2.0,4.0,24.0,102.44978165938865,12
10,100,0,1,1,0,1,119965,375,0.0,10.0,7.0,33.0,85.0,13
18,324,1,1,0,0,1,111044,500,0.0,2.0,1.0,23.0,102.44978165938865,9
7,49,0,1,0,1,1,365200,500,0.0,6.0,1.0,30.0,116.0,12
14,196,1,1,0,1,1,111044,350,0.0,1.0,3.0,24.0,85.0,12
13,169,1,1,0,1,1,117386,525,1.0,1.0,3.0,20.0,85.0,10
3,9,0,1,0,0,1,84491,500,1.0,12.0,13.0,37.0,102.44978165938865,17
3,9,0,1,0,1,1,82135,385,1.0,12.0,13.0,21.0,122.0,16
10,100,1,1,0,1,1,86498,100,1.0,8.0,12.0,25.0,102.44978165938865,9
5,25,1,1,0,1,0,88672,300,1.0,7.0,6.0,26.0,74.0,15
6,36,1,1,0,1,0,86498,188,1.0,7.0,6.0,24.0,102.44978165938865,12
19,361,1,1,0,1,0,127041,355,1.0,3.0,10.00344827586207,19.0,102.44978165938865,8
7,49,1,1,0,1,1,86507,267,0.0,4.0,4.0,19.0,110.0,12
10,100,1,1,0,1,1,88681,267,0.0,7.0,6.0,30.0,102.44978165938865,12
16,256,0,1,0,1,1,370720,586,1.0,8.0,8.0,38.0,102.44978165938865,12
6,36,1,1,0,0,0,76585,375,1.0,5.0,10.00344827586207,27.0,102.44978165938865,12
13,169,1,1,0,0,0,118905,346,0.0,10.348136996612721,10.00344827586207,27.0,102.44978165938865,12
6,36,0,1,0,1,1,438085,545,1.0,12.0,14.0,43.0,123.0,16
5,25,0,1,0,1,1,425871,562,1.0,12.0,14.0,31.0,122.0,14
8,64,0,1,0,1,1,438085,577,1.0,12.0,12.0,24.0,86.0,12
5,25,0,1,0,1,1,438085,890,1.0,12.0,10.0,30.0,80.0,15
7,49,0,1,0,0,1,91831,625,0.0,10.348136996612721,6.0,30.0,96.0,13
7,49,0,1,0,0,1,91831,416,1.0,12.0,6.0,31.0,112.0,13
19,361,0,1,0,0,1,119965,683,0.0,10.348136996612721,4.0,28.0,102.44978165938865,6
13,169,1,1,0,1,1,118905,625,1.0,9.0,10.00344827586207,20.0,102.44978165938865,11
12,144,1,1,0,1,0,78509,310,0.0,10.348136996612721,10.00344827586207,34.0,102.44978165938865,9
10,100,1,1,0,1,0,78509,664,1.0,10.348136996612721,10.00344827586207,16.0,77.0,12
15,225,0,1,0,1,1,363128,286,0.0,10.348136996612721,10.00344827586207,22.0,92.0,11
8,64,1,1,0,1,0,78509,600,0.0,10.348136996612721,10.00344827586207,36.0,102.44978165938865,12
7,49,1,1,0,1,1,118905,742,0.0,12.0,12.0,37.0,89.0,16
